barcode,product_name,brands,primary_brand,query_category,observed_market_region_codes,countries,off_categories,raw_brand_tokens,current_primary_brand,proposed_primary_brand,primary_brand_would_change,detected_portfolio_brand_key,detected_portfolio_group,detection_source,detection_confidence,detection_reason
3033710003457,Grand Chocolat - Eclat noir - Fèves de cacao,nestlé,nestle,snacks,FRANCE,en:france,"Snacks, Snacks sucrés, Cacao et dérivés, Chocolats, Chocolats noirs, Chocolats noirs aux fèves de cacao, Chocolats suisses",nestle,nestle,nestle,False,,,no_change,,no more-specific Top 9 portfolio brand detected
3033710007264,P'tite Boisson Pommes Abricots,"nestlé, bébé nestlé, p'tite boisson, nestlé bébé",nestle,snacks,FRANCE,en:france,"Aliments et boissons à base de végétaux, Boissons, Boissons à base de végétaux, Aliments pour bébé, Boissons aux fruits, Jus et nectars, Nectars de fruits, Goûters et desserts pour bébé, Boissons pour bébé, Dès 4 mois, Dès 6 mois",nestle; bebe nestle; ptite boisson; nestle bebe,nestle,bebe nestle,True,bebe nestle,,top_company_portfolio_matrix_off_brands,high,current primary brand is parent/company token; another OFF brand token needs brand-level review
3033710007271,P'tite Boisson Pommes Framboises,"nestlé, bébé nestlé, nestlé bébé",nestle,snacks,FRANCE,en:france,"Aliments et boissons à base de végétaux, Boissons, Boissons à base de végétaux, Aliments pour bébé, Boissons aux fruits, Goûters et desserts pour bébé, Boissons pour bébé, Boissons sans sucre ajouté, Dès 6 mois",nestle; bebe nestle; nestle bebe,nestle,bebe nestle,True,bebe nestle,,top_company_portfolio_matrix_off_brands,high,current primary brand is parent/company token; another OFF brand token needs brand-level review
3033710007288,P'tite Boisson pomme peche 4/6 mois,"nestlé, bébé nestlé, nestlé bébé, p'tite boisson",nestle,snacks,FRANCE,en:france|en:mali,"Baby foods, Snacks and desserts for babies, Baby drinks, From 4 months, From 6 months, en:fruit-juices",nestle; bebe nestle; nestle bebe; ptite boisson,nestle,bebe nestle,True,bebe nestle,,top_company_portfolio_matrix_off_brands,high,current primary brand is parent/company token; another OFF brand token needs brand-level review
3033710007745,P'tite Boisson Verveine Pommes,nestlé,nestle,snacks,FRANCE,en:france,"Aliments pour bébé, Goûters et desserts pour bébé, Boissons pour bébé, Dès 4 mois",nestle,nestle,nestle,False,,,no_change,,no more-specific Top 9 portfolio brand detected
3033710007905,NESTLE P'TITE BOISSON - Cocktail de Fruits - 500ml - Dès 8 mois,"nestlé, p'tite boisson",nestle,snacks,FRANCE,en:france,"Boissons, Aliments pour bébé, Goûters et desserts pour bébé, Boissons pour bébé, Dès 8 mois",nestle; ptite boisson,nestle,ptite boisson,True,ptite boisson,,top_company_portfolio_matrix_off_brands,high,current primary brand is parent/company token; another OFF brand token needs brand-level review
3033710010288,NESTLE LES RECETTES DE L'ATELIER - Carrés dégustation Chocolat noir éclats cacao - 192g,"nestlé, les recettes de l'atelier",nestle,snacks,FRANCE|DACH,en:france|en:switzerland,"Snacks,Snacks sucrés,Cacao et dérivés,Chocolats,Chocolats noirs,Chocolat noir à moins de 70% de cacao en tablette,Chocolats noirs aux fèves de cacao",nestle; les recettes de latelier,nestle,les recettes de latelier,True,les recettes de latelier,,top_company_portfolio_matrix_off_brands,high,current primary brand is parent/company token; another OFF brand token needs brand-level review
3033710012794,"KITKAT Ball, Billes au chocolat au Lait,140g","nestlé, kit kat, kitkat",nestle,snacks,DACH|FRANCE,en:austria|en:france,"Snacks, Sweet snacks, en:chocolate-candies",nestle; kit kat; kitkat,nestle,kitkat,True,kitkat,Nestlé,top_company_portfolio_matrix_off_brands,high,current primary brand is parent/company token; portfolio brand appears in OFF brands field
3033710018871,Smarties,"nestlé,smarties",nestle,snacks,FRANCE,en:france,"Snacks,Sweet snacks,Cocoa and its products,Confectioneries,Chocolate candies,Bonbons,fr:Bonbons dragéifiés",nestle; smarties,nestle,smarties,True,smarties,Nestlé,top_company_portfolio_matrix_off_brands,high,current primary brand is parent/company token; portfolio brand appears in OFF brands field
3033710019397,"Grand Chocolat, éclat caramel pointe de sel",nestlé,nestle,snacks,FRANCE,en:france,"Snacks, Snacks sucrés, Cacao et dérivés, Chocolats, Chocolats noirs, Chocolats salés, Chocolats noirs salés, Chocolats au caramel, Chocolats noirs au caramel",nestle,nestle,nestle,False,,,no_change,,no more-specific Top 9 portfolio brand detected
3033710019526,"KITKAT Ball, Billes au chocolat au Lait, 250g","nestlé, kit kat ball, kitkat",nestle,snacks,FRANCE,en:france,"Snacks, Snacks sucrés, Cacao et dérivés, Confiseries, Confiseries chocolatées, Bonbons de chocolat",nestle; kit kat ball; kitkat,nestle,kitkat,True,kitkat,Nestlé,top_company_portfolio_matrix_off_brands,high,current primary brand is parent/company token; portfolio brand appears in OFF brands field
3033710032693,Chocolat Noir,nestlé,nestle,snacks,FRANCE,en:france,"Snacks, Snacks sucrés, Cacao et dérivés, Chocolats, Chocolats noirs",nestle,nestle,nestle,False,,,no_change,,no more-specific Top 9 portfolio brand detected
3033710042814,LION MINI Barres chocolatées - sachet 385g,"nestlé, lion mini",nestle,snacks,FRANCE,en:france,"Snacks, Snacks sucrés, Cacao et dérivés, Confiseries, Barres, Confiseries chocolatées, Barres chocolatées, Barres chocolatées biscuitées au caramel",nestle; lion mini,nestle,lion mini,True,lion mini,,top_company_portfolio_matrix_off_brands,high,current primary brand is parent/company token; another OFF brand token needs brand-level review
3033710044290,L'escargot lait,"nestlé, lanvin",nestle,snacks,FRANCE,en:france,"Snacks, Snacks sucrés, Cacao et dérivés, Confiseries, Confiseries chocolatées, Bonbons de chocolat, Bonbons de chocolat au lait, Bonbons de chocolat au praliné",nestle; lanvin,nestle,lanvin,True,lanvin,,top_company_portfolio_matrix_off_brands,high,current primary brand is parent/company token; another OFF brand token needs brand-level review
3033710062034,"Code-barres inexistant et/ou fiche incomplète, obsolète ou en doublon","nestlé,nesquik",nestle,snacks,FRANCE,en:france,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Petit-déjeuners, Céréales et pommes de terre, Céréales et dérivés, Céréales pour petit-déjeuner, Céréales au chocolat",nestle; nesquik,nestle,nesquik,True,nesquik,Nestlé,top_company_portfolio_matrix_off_brands,high,current primary brand is parent/company token; portfolio brand appears in OFF brands field
3033710070145,Lion,"nestlé, lion",nestle,snacks,FRANCE,en:france,"Boissons, Snacks, Petit-déjeuners, Snacks sucrés, Cacao et dérivés, Confiseries, Boissons chaudes, Cacaos et chocolats en poudre, Boissons instantanées, Chocolats en poudre, Boissons avec sucre ajouté",nestle; lion,nestle,lion,True,lion,Nestlé,top_company_portfolio_matrix_off_brands,high,current primary brand is parent/company token; portfolio brand appears in OFF brands field
3033710077809,P'tit goûter Poire / Fraise,nestlé,nestle,snacks,FRANCE,en:france,Baby fruit desserts,nestle,nestle,nestle,False,,,no_change,,no more-specific Top 9 portfolio brand detected
3033710646647,Baby Compote Pomme Mangue,nestlé,nestle,snacks,FRANCE,en:france,"Aliments pour bébé, Goûters et desserts pour bébé, Dès 8 mois, Desserts au fruit pour bébé",nestle,nestle,nestle,False,,,no_change,,no more-specific Top 9 portfolio brand detected
3033719991953,Galak,nestlé,nestle,snacks,FRANCE,en:france,en:white-chocolates,nestle,nestle,nestle,False,,,no_change,,no more-specific Top 9 portfolio brand detected
3069941258458,"KITKAT Ball, Chapelet Billes au chocolat au Lait, 5x30g","nestlé, kit kat ball, kitkat",nestle,snacks,FRANCE,en:france,"Snacks, Snacks sucrés, Cacao et dérivés, Confiseries, Barres, Confiseries chocolatées, Bonbons de chocolat, Barres chocolatées, Barres chocolatées biscuitées, Barre chocolatée biscuitée type KitKat",nestle; kit kat ball; kitkat,nestle,kitkat,True,kitkat,Nestlé,top_company_portfolio_matrix_off_brands,high,current primary brand is parent/company token; portfolio brand appears in OFF brands field
3069942320901,Menier Pâtissier Tablette,"nestlé, menier",nestle,snacks,FRANCE,en:france,"snacks, snacks-sucrés, cacao-et-dérivés, chocolats, chocolats-noirs, chocolat-noir-pâtissier-en-tablette-à-40%-de-cacao-minimum, en:cacao-et-derives, fr:chocolats, en:snacks-sucres, Confiseries, Confiseries chocolatées",nestle; menier,nestle,menier,True,menier,,top_company_portfolio_matrix_off_brands,high,current primary brand is parent/company token; another OFF brand token needs brand-level review
3069942320956,MENIER PATISSIER Chocolat Noir lot de 2 x 200g,"nestlé, menier",nestle,snacks,FRANCE,en:france,"snacks, snacks-sucrés, cacao-et-dérivés, chocolats, en:cacao-et-dérivés, fr:chocolats, en:snacks-sucrés, Confiseries, Confiseries chocolatées",nestle; menier,nestle,menier,True,menier,,top_company_portfolio_matrix_off_brands,high,current primary brand is parent/company token; another OFF brand token needs brand-level review
3154230065692,"Cookies, Pépites de Chocolat (15 Cookies)","nestlé, herta",nestle,snacks,BENELUX|FRANCE,en:belgium|en:france,"Snacks, Sweet snacks, Biscuits and cakes, Fresh foods, Biscuits, en:chocolate-biscuits",nestle; herta,nestle,herta,True,herta,Nestlé,top_company_portfolio_matrix_off_brands,high,current primary brand is parent/company token; portfolio brand appears in OFF brands field
