query_category,observed_market_region_codes,current_company,proposed_company,proposed_ownership_resolution_status,product_count
beverages,NORDICS|FRANCE|DACH,Other / not mapped to a company,Other / not mapped to a company,unresolved,8
beverages,FRANCE|DACH,Carrefour,Carrefour,direct,8
snacks,BENELUX|FRANCE|SOUTHERN_EUROPE,Mondelēz International,Mondelēz International,direct,8
beverages,US_CANADA,Nestlé,Other / not mapped to a company,unresolved,8
beverages,US_CANADA,Other / not mapped to a company,PepsiCo,direct,8
snacks,DACH|US_CANADA,Mars,Mars,direct,8
dairies,NORDICS|UK_IE,Other / not mapped to a company,Other / not mapped to a company,unresolved,8
beverages,BENELUX|FRANCE|DACH|SOUTHERN_EUROPE|UK_IE,Other / not mapped to a company,Other / not mapped to a company,unresolved,8
dairies,FRANCE|BENELUX,Savencia,Savencia,direct,8
beverages,NORDICS|FRANCE,The Coca-Cola Company,The Coca-Cola Company,direct,8
dairies,BENELUX|FRANCE,Other / not mapped to a company,Savencia,direct,7
snacks,UK_IE,Other / not mapped to a company,Nestlé,market_scoped,7
snacks,FRANCE|SOUTHERN_EUROPE|DACH,Lindt & Sprüngli,Lindt & Sprüngli,direct,7
dairies,UK_IE,Mars,Mars,direct,7
dairies,UK_IE,Manual review / complex ownership,Manual review / complex ownership,manual_review,7
cereals,US_CANADA|FRANCE,General Mills,General Mills,direct,7
dairies,FRANCE|SOUTHERN_EUROPE,Coop,Coop,direct,7
dairies,FRANCE|UK_IE,General Mills,General Mills,direct,7
cereals,BENELUX|US_CANADA,Other / not mapped to a company,Other / not mapped to a company,unresolved,7
beverages,BENELUX|FRANCE,Arizona Beverages,Arizona Beverages,direct,7
snacks,US_CANADA,Flora Food Group,Flora Food Group,direct,7
snacks,FRANCE,Arizona Beverages,Arizona Beverages,direct,7
beverages,NORDICS|US_CANADA,Other / not mapped to a company,Other / not mapped to a company,unresolved,7
dairies,FRANCE|DACH|SOUTHERN_EUROPE|UK_IE,Lidl,Lidl,direct,7
beverages,FRANCE|SOUTHERN_EUROPE,Ferrero,Ferrero,direct,7
beverages,US_CANADA,Ferrero,Ferrero,direct,7
cereals,US_CANADA,Other / not mapped to a company,Target,direct,7
cereals,US_CANADA,Hy-Vee,Hy-Vee,direct,7
beverages,UK_IE,Huel,Huel,direct,7
cereals,FRANCE|SOUTHERN_EUROPE,PepsiCo,PepsiCo,direct,7
beverages,UK_IE,Nestlé,Other / not mapped to a company,unresolved,7
beverages,FRANCE,Mondelēz International,Mondelēz International,market_scoped,7
snacks,FRANCE|DACH|SOUTHERN_EUROPE|BENELUX|UK_IE,Other / not mapped to a company,Other / not mapped to a company,unresolved,7
snacks,BENELUX|FRANCE|DACH,pladis,pladis,direct,7
snacks,DACH|BENELUX|FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,7
snacks,FRANCE|DACH|UK_IE,Mars,Mars,direct,7
beverages,US_CANADA,Lindt & Sprüngli,Lindt & Sprüngli,direct,7
beverages,US_CANADA,Nestlé,Nestlé,market_scoped,7
dairies,UK_IE,Asda,Other / not mapped to a company,unresolved,7
dairies,BENELUX|FRANCE,Cora,Cora,direct,7
dairies,BENELUX|FRANCE|DACH|UK_IE|SOUTHERN_EUROPE,Other / not mapped to a company,Other / not mapped to a company,unresolved,7
beverages,US_CANADA,Danone (Dannon in US),Danone (Dannon in US),market_scoped,7
snacks,DACH|UK_IE,Mondelēz International,Mondelēz International,direct,7
dairies,BENELUX|UK_IE,Other / not mapped to a company,Other / not mapped to a company,unresolved,7
cereals,BENELUX|FRANCE,Carrefour,Carrefour,direct,7
dairies,UK_IE,Lidl,Other / not mapped to a company,unresolved,7
dairies,US_CANADA,Wegmans,Other / not mapped to a company,unresolved,7
dairies,UK_IE,Post Holdings,Post Holdings,direct,7
snacks,FRANCE|DACH|US_CANADA,Mondelēz International,Mondelēz International,direct,7
snacks,FRANCE|SOUTHERN_EUROPE,Grupo Bimbo,Grupo Bimbo,direct,7
beverages,DACH|FRANCE|SOUTHERN_EUROPE,Other / not mapped to a company,Other / not mapped to a company,unresolved,7
dairies,US_CANADA,Carrefour,Carrefour,direct,7
snacks,FRANCE|US_CANADA,Other / not mapped to a company,Manual review / complex ownership,manual_review,7
snacks,FRANCE|US_CANADA,Other / not mapped to a company,Mondelēz International,direct,7
beverages,US_CANADA|FRANCE,Manual review / complex ownership,Manual review / complex ownership,manual_review,7
dairies,US_CANADA,Kraft Heinz,Other / not mapped to a company,unresolved,7
dairies,UK_IE,The Coca-Cola Company,The Coca-Cola Company,direct,7
beverages,BENELUX|FRANCE,Capri Sun Group / Coca-Cola Europacific Partners,Capri Sun Group / Coca-Cola Europacific Partners,market_scoped,7
beverages,BENELUX|FRANCE,Bel Group,Bel Group,direct,7
snacks,FRANCE|BENELUX,Mondelēz International,Mondelēz International,direct,7
beverages,FRANCE|UK_IE,LIPTON Teas and Infusions / Ekaterra,LIPTON Teas and Infusions / Ekaterra,recently_sold_or_spun_off,7
beverages,FRANCE|UK_IE,Ocean Spray,Ocean Spray,direct,7
snacks,FRANCE,Walmart / Great Value,Walmart / Great Value,direct,7
snacks,US_CANADA|FRANCE|DACH,Other / not mapped to a company,Other / not mapped to a company,unresolved,7
beverages,BENELUX|NORDICS|FRANCE|DACH,Other / not mapped to a company,Other / not mapped to a company,unresolved,6
snacks,FRANCE,The Coca-Cola Company,The Coca-Cola Company,direct,6
snacks,FRANCE,Waitrose,Waitrose,direct,6
dairies,FRANCE|SOUTHERN_EUROPE|UK_IE,Other / not mapped to a company,Other / not mapped to a company,unresolved,6
cereals,SOUTHERN_EUROPE|US_CANADA,General Mills,General Mills,direct,6
beverages,FRANCE|DACH|UK_IE,Danone,Danone,direct,6
cereals,FRANCE,Alnatura,Alnatura,direct,6
snacks,FRANCE|NORDICS,Mondelēz International,Other / not mapped to a company,unresolved,6
beverages,FRANCE|US_CANADA,Whole Foods / Amazon,Whole Foods / Amazon,direct,6
snacks,FRANCE|SOUTHERN_EUROPE,Flora Food Group,Flora Food Group,direct,6
dairies,US_CANADA,Other / not mapped to a company,Wakefern / ShopRite,direct,6
beverages,US_CANADA|FRANCE,Nestlé,Nestlé,direct,6
dairies,US_CANADA,Kroger,Other / not mapped to a company,unresolved,6
snacks,NORDICS|FRANCE,Mondelēz International,Mondelēz International,direct,6
snacks,NORDICS|FRANCE,Savencia,Savencia,direct,6
snacks,NORDICS|FRANCE|DACH|SOUTHERN_EUROPE,Other / not mapped to a company,Other / not mapped to a company,unresolved,6
beverages,US_CANADA,The Hershey Company,The Hershey Company,direct,6
dairies,US_CANADA|FRANCE,Danone,Danone,direct,6
dairies,US_CANADA|FRANCE,Mondelēz International,Mondelēz International,direct,6
snacks,BENELUX|FRANCE,General Mills,General Mills,direct,6
beverages,FRANCE,Alnatura,Alnatura,direct,6
cereals,FRANCE,General Mills,General Mills,direct,6
beverages,FRANCE,Associated British Foods,Associated British Foods,market_scoped,6
dairies,FRANCE,Manual review / complex ownership,E.Leclerc,direct,6
dairies,FRANCE,Panzani,Panzani,direct,6
dairies,FRANCE,Trader Joe's,Trader Joe's,direct,6
snacks,FRANCE|SOUTHERN_EUROPE,Nestlé,Nestlé,market_scoped,6
snacks,FRANCE|SOUTHERN_EUROPE,Perfetti Van Melle,Perfetti Van Melle,direct,6
dairies,FRANCE|BENELUX,Auchan,Auchan,direct,6
beverages,DACH|US_CANADA,Manual review / complex ownership,Manual review / complex ownership,manual_review,6
beverages,BENELUX|FRANCE|DACH|SOUTHERN_EUROPE,Nestlé,Nestlé,direct,6
beverages,BENELUX|FRANCE|DACH|SOUTHERN_EUROPE,The Coca-Cola Company,The Coca-Cola Company,direct,6
beverages,BENELUX|FRANCE|DACH|UK_IE,Danone,Danone,direct,6
snacks,BENELUX|FRANCE|DACH,Nestlé,Nestlé,direct,6
beverages,FRANCE|DACH,Cora,Cora,direct,6
beverages,BENELUX|FRANCE|DACH,PepsiCo,PepsiCo,direct,6
beverages,BENELUX|FRANCE|DACH,Tropicana Brands Group,Tropicana Brands Group,direct,6
cereals,FRANCE,Manual review / complex ownership,Système U,direct,6
snacks,SOUTHERN_EUROPE|US_CANADA,Mondelēz International,Mondelēz International,direct,6
beverages,US_CANADA,Manual review / complex ownership,Other / not mapped to a company,unresolved,6
dairies,DACH|FRANCE|SOUTHERN_EUROPE,Other / not mapped to a company,Other / not mapped to a company,unresolved,6
dairies,DACH|US_CANADA,Lidl,Lidl,direct,6
beverages,BENELUX|FRANCE|SOUTHERN_EUROPE|UK_IE,Other / not mapped to a company,Other / not mapped to a company,unresolved,6
dairies,FRANCE|DACH,Froneri,Froneri,direct,6
dairies,NORDICS|FRANCE|DACH,Other / not mapped to a company,Other / not mapped to a company,unresolved,6
dairies,SOUTHERN_EUROPE|UK_IE,Lidl,Lidl,direct,6
dairies,SOUTHERN_EUROPE|US_CANADA,Chobani,Chobani,direct,6
dairies,UK_IE,Arla,Other / not mapped to a company,unresolved,6
snacks,UK_IE,Trader Joe's,Trader Joe's,direct,6
snacks,DACH|FRANCE|SOUTHERN_EUROPE,Mondelēz International,Mondelēz International,direct,6
snacks,DACH|FRANCE|UK_IE,Other / not mapped to a company,Other / not mapped to a company,unresolved,6
snacks,DACH|FRANCE|US_CANADA,Other / not mapped to a company,Other / not mapped to a company,unresolved,6
beverages,US_CANADA,Arizona Beverages,Other / not mapped to a company,unresolved,6
dairies,BENELUX|FRANCE|DACH|SOUTHERN_EUROPE,Lidl,Lidl,direct,6
beverages,FRANCE|DACH,Other / not mapped to a company,The Coca-Cola Company,direct,6
beverages,DACH|BENELUX|FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,6
dairies,BENELUX|FRANCE,Auchan,Auchan,direct,6
dairies,BENELUX|FRANCE,Other / not mapped to a company,Bel Group,direct,6
beverages,FRANCE|UK_IE,Suntory Beverage & Food,Suntory Beverage & Food,market_scoped,6
beverages,FRANCE|UK_IE,Tropicana Brands Group,Tropicana Brands Group,direct,6
snacks,FRANCE|SOUTHERN_EUROPE|US_CANADA,Mars,Mars,direct,6
dairies,FRANCE|US_CANADA,Kraft Heinz,Kraft Heinz,direct,6
snacks,FRANCE|DACH|SOUTHERN_EUROPE,Mars,Mars,direct,6
snacks,FRANCE,Asda,Asda,direct,6
beverages,FRANCE|SOUTHERN_EUROPE,Coop,Coop,direct,6
beverages,FRANCE,Other / not mapped to a company,Lidl,direct,6
beverages,BENELUX|US_CANADA,Other / not mapped to a company,Other / not mapped to a company,unresolved,6
beverages,UK_IE,The Coca-Cola Company,Other / not mapped to a company,unresolved,6
snacks,FRANCE,General Mills,General Mills,market_scoped,6
beverages,FRANCE,Other / not mapped to a company,PepsiCo,direct,6
beverages,UK_IE,Other / not mapped to a company,Monster Beverage Corp,market_scoped,6
snacks,FRANCE,Morrisons,Morrisons,direct,6
cereals,FRANCE|SOUTHERN_EUROPE,Post Holdings,Post Holdings,direct,6
snacks,US_CANADA,General Mills,General Mills,market_scoped,6
snacks,US_CANADA,Nestlé,Other / not mapped to a company,unresolved,6
dairies,FRANCE|DACH|SOUTHERN_EUROPE|UK_IE,Other / not mapped to a company,Other / not mapped to a company,unresolved,6
dairies,FRANCE|SOUTHERN_EUROPE,Bel Group,Bel Group,direct,6
cereals,BENELUX|FRANCE|SOUTHERN_EUROPE|DACH,Mars,Mars,market_scoped,6
beverages,DACH|UK_IE,The Coca-Cola Company,The Coca-Cola Company,direct,6
dairies,FRANCE|US_CANADA,General Mills,General Mills,direct,6
snacks,US_CANADA|FRANCE,The Hershey Company,The Hershey Company,direct,6
snacks,US_CANADA,Other / not mapped to a company,Wakefern / ShopRite,direct,6
snacks,US_CANADA|UK_IE,Other / not mapped to a company,Other / not mapped to a company,unresolved,6
snacks,US_CANADA,pladis,Other / not mapped to a company,unresolved,6
snacks,US_CANADA,Saputo,Saputo,direct,5
snacks,US_CANADA,Smarties Candy Company,Other / not mapped to a company,unresolved,5
snacks,US_CANADA,Tipiak,Tipiak,direct,5
cereals,SOUTHERN_EUROPE|UK_IE,Mars,Mars,market_scoped,5
snacks,US_CANADA,Post Holdings,Post Holdings,direct,5
beverages,FRANCE|DACH|UK_IE,The Coca-Cola Company,The Coca-Cola Company,direct,5
beverages,BENELUX|FRANCE|DACH|UK_IE,The Coca-Cola Company,The Coca-Cola Company,direct,5
dairies,FRANCE|SOUTHERN_EUROPE,Other / not mapped to a company,Lactalis,direct,5
beverages,BENELUX|FRANCE,Cora,Cora,direct,5
beverages,BENELUX|FRANCE,The Coca-Cola Company,The Coca-Cola Company,market_scoped,5
dairies,FRANCE|UK_IE,Andros,Andros,direct,5
dairies,UK_IE,Nestlé,Other / not mapped to a company,unresolved,5
snacks,FRANCE|SOUTHERN_EUROPE|DACH,Mondelēz International,Mondelēz International,direct,5
dairies,FRANCE|US_CANADA,Mondelēz International,Mondelēz International,direct,5
dairies,NORDICS|FRANCE,Lactalis,Lactalis,direct,5
cereals,DACH|FRANCE,Alnatura,Alnatura,direct,5
beverages,DACH|US_CANADA,Kraft Heinz,Kraft Heinz,direct,5
beverages,DACH|US_CANADA,PepsiCo,PepsiCo,direct,5
dairies,FRANCE|DACH,Flora Food Group,Flora Food Group,direct,5
beverages,FRANCE|UK_IE,Asda,Asda,direct,5
snacks,FRANCE|SOUTHERN_EUROPE|DACH,Ferrero,Ferrero,direct,5
snacks,FRANCE|UK_IE,Andros,Andros,direct,5
snacks,FRANCE|UK_IE|US_CANADA,Nestlé,Nestlé,direct,5
dairies,FRANCE|UK_IE,Asda,Asda,direct,5
snacks,FRANCE|SOUTHERN_EUROPE|US_CANADA,Mondelēz International,Mondelēz International,direct,5
snacks,FRANCE|SOUTHERN_EUROPE,Nestlé,Manual review / complex ownership,manual_review,5
beverages,FRANCE|US_CANADA,Other / not mapped to a company,The Coca-Cola Company,direct,5
beverages,US_CANADA,Other / not mapped to a company,Manual review / complex ownership,manual_review,5
snacks,BENELUX|FRANCE|DACH,Ferrero,Ferrero,direct,5
snacks,FRANCE|SOUTHERN_EUROPE,General Mills,General Mills,direct,5
cereals,FRANCE,Danone,Danone,direct,5
dairies,US_CANADA|FRANCE,Kraft Heinz,Kraft Heinz,direct,5
snacks,BENELUX|FRANCE|DACH|UK_IE,Other / not mapped to a company,Other / not mapped to a company,unresolved,5
beverages,FRANCE|DACH,Ecotone,Ecotone,direct,5
cereals,FRANCE,Nestlé,Cereal Partners Worldwide,direct,5
snacks,FRANCE|DACH|SOUTHERN_EUROPE,Nestlé,Nestlé,direct,5
snacks,FRANCE|DACH|SOUTHERN_EUROPE|UK_IE,Mars,Mars,direct,5
snacks,UK_IE,Grupo Bimbo,Grupo Bimbo,direct,5
cereals,FRANCE,Manual review / complex ownership,Groupe Casino,direct,5
beverages,FRANCE,Ferrero,Ferrero,direct,5
beverages,FRANCE,Danone,Other / not mapped to a company,unresolved,5
snacks,SOUTHERN_EUROPE|UK_IE,Mondelēz International,Mondelēz International,market_scoped,5
dairies,FRANCE,Asda,Asda,direct,5
snacks,FRANCE|US_CANADA,Whole Foods / Amazon,Whole Foods / Amazon,direct,5
beverages,US_CANADA|FRANCE,PepsiCo,PepsiCo,direct,5
beverages,US_CANADA|FRANCE,Tropicana Brands Group,Tropicana Brands Group,direct,5
beverages,FRANCE|SOUTHERN_EUROPE|DACH,The Coca-Cola Company,The Coca-Cola Company,direct,5
snacks,NORDICS|FRANCE,Mars,Mars,direct,5
snacks,FRANCE|SOUTHERN_EUROPE,Mondelēz International,Mondelēz International,market_scoped,5
dairies,UK_IE|US_CANADA,Tesco,Tesco,direct,5
dairies,BENELUX|FRANCE|DACH,Other / not mapped to a company,Bel Group,direct,5
dairies,BENELUX|FRANCE|SOUTHERN_EUROPE|UK_IE,Other / not mapped to a company,Other / not mapped to a company,unresolved,5
dairies,BENELUX|US_CANADA,Other / not mapped to a company,Other / not mapped to a company,unresolved,5
beverages,FRANCE|BENELUX,Lidl,Lidl,direct,5
dairies,BENELUX|FRANCE|DACH,Other / not mapped to a company,Savencia,direct,5
snacks,DACH|FRANCE,Nestlé,Nestlé,direct,5
snacks,DACH|BENELUX|FRANCE,Nestlé,Nestlé,direct,5
snacks,BENELUX|NORDICS|FRANCE|DACH|SOUTHERN_EUROPE,Other / not mapped to a company,Other / not mapped to a company,unresolved,5
dairies,DACH|FRANCE,Mondelēz International,Mondelēz International,direct,5
snacks,US_CANADA,Danone,Danone,direct,5
snacks,US_CANADA,Arizona Beverages,Arizona Beverages,direct,5
snacks,US_CANADA,Ahold Delhaize,Other / not mapped to a company,unresolved,5
snacks,FRANCE|DACH|SOUTHERN_EUROPE,Haribo,Haribo,direct,5
snacks,FRANCE,Ahold Delhaize,Ahold Delhaize,direct,5
beverages,DACH|BENELUX|FRANCE,Arizona Beverages,Arizona Beverages,direct,5
beverages,UK_IE,Waitrose,Other / not mapped to a company,unresolved,5
snacks,FRANCE,Kraft Heinz,Kraft Heinz,direct,5
cereals,FRANCE|SOUTHERN_EUROPE|DACH,Nestlé,Nestlé,direct,5
cereals,FRANCE|SOUTHERN_EUROPE|DACH,Mars,Mars,market_scoped,5
cereals,UK_IE|US_CANADA,PepsiCo,PepsiCo,direct,5
cereals,UK_IE|US_CANADA,Sainsbury's,Sainsbury's,direct,5
beverages,FRANCE|DACH,Tropicana Brands Group,Tropicana Brands Group,direct,5
snacks,DACH|US_CANADA,Aldi,Aldi,direct,5
cereals,US_CANADA|FRANCE,PepsiCo,PepsiCo,direct,5
cereals,FRANCE|DACH|UK_IE,Other / not mapped to a company,Other / not mapped to a company,unresolved,5
beverages,FRANCE|DACH,Other / not mapped to a company,Lidl,direct,5
beverages,FRANCE|DACH,Ocean Spray,Ocean Spray,direct,5
snacks,FRANCE,Priméal,Priméal,direct,5
cereals,UK_IE,Waitrose,Other / not mapped to a company,unresolved,5
snacks,US_CANADA,Other / not mapped to a company,The Campbell's Company,direct,5
snacks,US_CANADA,Other / not mapped to a company,The Hershey Company,direct,5
snacks,US_CANADA,Other / not mapped to a company,Whole Foods / Amazon,direct,5
cereals,UK_IE,Lotus Bakeries,Lotus Bakeries,direct,5
beverages,BENELUX|FRANCE,Ahold Delhaize,Other / not mapped to a company,unresolved,5
beverages,SOUTHERN_EUROPE|UK_IE,The Coca-Cola Company,The Coca-Cola Company,direct,5
beverages,BENELUX|FRANCE,Auchan,Auchan,direct,5
beverages,BENELUX|FRANCE,LIPTON Teas and Infusions / Ekaterra,LIPTON Teas and Infusions / Ekaterra,recently_sold_or_spun_off,5
beverages,UK_IE,PepsiCo,Other / not mapped to a company,unresolved,5
snacks,FRANCE,Migros,Migros,direct,5
snacks,FRANCE,Nestlé,Other / not mapped to a company,unresolved,5
snacks,FRANCE,Other / not mapped to a company,Ferrero,direct,5
snacks,UK_IE,The Hershey Company,The Hershey Company,direct,5
snacks,UK_IE,Other / not mapped to a company,pladis,direct,5
dairies,BENELUX|FRANCE|DACH,Nestlé,Nestlé,direct,5
beverages,FRANCE|SOUTHERN_EUROPE,Mondelēz International,Mondelēz International,direct,5
dairies,BENELUX|DACH|UK_IE|SOUTHERN_EUROPE,Savencia,Savencia,direct,5
dairies,UK_IE,Savencia,Savencia,direct,4
snacks,FRANCE|SOUTHERN_EUROPE|BENELUX,Other / not mapped to a company,Other / not mapped to a company,unresolved,4
dairies,FRANCE|US_CANADA,General Mills,Other / not mapped to a company,unresolved,4
cereals,BENELUX|FRANCE|SOUTHERN_EUROPE|DACH,Carrefour,Carrefour,direct,4
dairies,FRANCE|UK_IE,Bel Group,Bel Group,direct,4
cereals,BENELUX|FRANCE|SOUTHERN_EUROPE,Mars,Mars,market_scoped,4
dairies,FRANCE|UK_IE,Saputo,Saputo,direct,4
beverages,FRANCE|SOUTHERN_EUROPE|UK_IE,The Coca-Cola Company,The Coca-Cola Company,direct,4
dairies,FRANCE|DACH|NORDICS,Other / not mapped to a company,Other / not mapped to a company,unresolved,4
dairies,FRANCE|DACH|SOUTHERN_EUROPE,Other / not mapped to a company,Lidl,direct,4
dairies,FRANCE|US_CANADA,Lactalis,Lactalis,direct,4
dairies,FRANCE|SOUTHERN_EUROPE,Flora Food Group,Flora Food Group,direct,4
cereals,FRANCE|US_CANADA,Trader Joe's,Trader Joe's,direct,4
dairies,UK_IE,Trader Joe's,Trader Joe's,direct,4
dairies,FRANCE|BENELUX,Lidl,Lidl,direct,4
cereals,BENELUX|FRANCE|DACH,Nestlé,Manual review / complex ownership,manual_review,4
snacks,FRANCE|SOUTHERN_EUROPE|US_CANADA,Manual review / complex ownership,Manual review / complex ownership,manual_review,4
dairies,NORDICS|FRANCE|DACH,Lidl,Lidl,direct,4
cereals,SOUTHERN_EUROPE|US_CANADA,Manual review / complex ownership,Manual review / complex ownership,manual_review,4
beverages,FRANCE|UK_IE,Morrisons,Morrisons,direct,4
beverages,BENELUX|FRANCE|SOUTHERN_EUROPE,Danone,Danone,direct,4
beverages,BENELUX|FRANCE|SOUTHERN_EUROPE,Lidl,Lidl,direct,4
dairies,FRANCE|SOUTHERN_EUROPE|DACH,Lactalis,Lactalis,direct,4
cereals,BENELUX|FRANCE|SOUTHERN_EUROPE,Nestlé,Nestlé,direct,4
dairies,FRANCE|SOUTHERN_EUROPE|UK_IE,Lidl,Lidl,direct,4
cereals,FRANCE|US_CANADA,Mars,Mars,direct,4
snacks,US_CANADA|FRANCE|SOUTHERN_EUROPE,Other / not mapped to a company,Other / not mapped to a company,unresolved,4
cereals,FRANCE,Other / not mapped to a company,Manual review / complex ownership,manual_review,4
beverages,FRANCE,Léa Nature,Other / not mapped to a company,unresolved,4
snacks,FRANCE|DACH|UK_IE,Ferrero,Ferrero,direct,4
snacks,FRANCE|DACH|SOUTHERN_EUROPE|US_CANADA,Other / not mapped to a company,Other / not mapped to a company,unresolved,4
snacks,FRANCE|DACH|UK_IE,General Mills,General Mills,direct,4
snacks,FRANCE|DACH|UK_IE,Marks & Spencer,Marks & Spencer,direct,4
snacks,BENELUX|FRANCE|SOUTHERN_EUROPE,Nestlé,Nestlé,direct,4
snacks,FRANCE|DACH|UK_IE,Mondelēz International,Mondelēz International,direct,4
dairies,FRANCE,Arla,Other / not mapped to a company,unresolved,4
dairies,FRANCE,Alnatura,Alnatura,direct,4
snacks,UK_IE,Huel,Huel,direct,4
snacks,UK_IE,Other / not mapped to a company,Froneri,direct,4
beverages,US_CANADA,Other / not mapped to a company,Wakefern / ShopRite,direct,4
snacks,SOUTHERN_EUROPE|UK_IE,Lindt & Sprüngli,Lindt & Sprüngli,direct,4
snacks,SOUTHERN_EUROPE|US_CANADA,Lindt & Sprüngli,Lindt & Sprüngli,direct,4
snacks,SOUTHERN_EUROPE|UK_IE,PepsiCo,PepsiCo,direct,4
beverages,US_CANADA,Other / not mapped to a company,Monster Beverage Corp (Coca-Cola 20% stake / exclusive distrib),market_scoped,4
snacks,BENELUX|FRANCE|DACH,Haribo,Haribo,direct,4
snacks,BENELUX|FRANCE,Mondelēz International,Other / not mapped to a company,unresolved,4
snacks,SOUTHERN_EUROPE|US_CANADA,Manual review / complex ownership,Manual review / complex ownership,manual_review,4
snacks,BENELUX|FRANCE|DACH,PepsiCo,PepsiCo,direct,4
dairies,US_CANADA,TGI Friday's,TGI Friday's,direct,4
dairies,US_CANADA,Other / not mapped to a company,Whole Foods / Amazon,direct,4
beverages,NORDICS|FRANCE,Nestlé,Nestlé,direct,4
cereals,FRANCE,Ferrero,Ferrero,direct,4
snacks,FRANCE|NORDICS|SOUTHERN_EUROPE,Other / not mapped to a company,Other / not mapped to a company,unresolved,4
beverages,FRANCE|US_CANADA,The Coca-Cola Company,Other / not mapped to a company,unresolved,4
beverages,FRANCE|US_CANADA,Trader Joe's,Trader Joe's,direct,4
beverages,FRANCE,Ahold Delhaize,Ahold Delhaize,direct,4
cereals,FRANCE,Hema,Hema,direct,4
dairies,FRANCE,Mars,Mars,direct,4
dairies,US_CANADA,Wawa,Wawa,direct,4
snacks,NORDICS|FRANCE|DACH|UK_IE,Other / not mapped to a company,Other / not mapped to a company,unresolved,4
dairies,FRANCE,PepsiCo,PepsiCo,direct,4
dairies,US_CANADA,Coop,Coop,direct,4
beverages,FRANCE|SOUTHERN_EUROPE|UK_IE,PepsiCo,PepsiCo,direct,4
beverages,US_CANADA|FRANCE,Danone,Danone,direct,4
dairies,FRANCE,Other / not mapped to a company,Leclerc,direct,4
beverages,US_CANADA,pladis,pladis,direct,4
cereals,FRANCE|UK_IE,Morrisons,Morrisons,direct,4
snacks,US_CANADA,Other / not mapped to a company,Ferrero,market_scoped,4
cereals,UK_IE,Cereal Partners Worldwide,Cereal Partners Worldwide,market_scoped,4
cereals,UK_IE,Asda,Other / not mapped to a company,unresolved,4
snacks,US_CANADA,Yum! Brands,Yum! Brands,direct,4
snacks,US_CANADA,Wawa,Other / not mapped to a company,unresolved,4
snacks,US_CANADA,Tops Friendly Markets,Other / not mapped to a company,unresolved,4
beverages,US_CANADA,Chobani,Chobani,direct,4
cereals,FRANCE|DACH,Nestlé,Manual review / complex ownership,manual_review,4
snacks,DACH|FRANCE|UK_IE,Mondelēz International,Mondelēz International,direct,4
snacks,DACH|NORDICS|FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,4
beverages,FRANCE|DACH|BENELUX,Nestlé,Nestlé,direct,4
beverages,US_CANADA,Bel Group,Bel Group,direct,4
cereals,FRANCE|DACH,Manual review / complex ownership,Manual review / complex ownership,manual_review,4
snacks,BENELUX|NORDICS|FRANCE|DACH,Other / not mapped to a company,Other / not mapped to a company,unresolved,4
beverages,US_CANADA,Marks & Spencer,Marks & Spencer,direct,4
beverages,US_CANADA,Other / not mapped to a company,Keurig Dr Pepper,market_scoped,4
snacks,BENELUX|FRANCE|SOUTHERN_EUROPE|DACH,Mondelēz International,Mondelēz International,direct,4
dairies,DACH|FRANCE,Danone,Danone,direct,4
dairies,DACH|FRANCE,Lidl,Lidl,direct,4
dairies,DACH|FRANCE,Danone,Danone,market_scoped,4
dairies,DACH|SOUTHERN_EUROPE|UK_IE,Other / not mapped to a company,Other / not mapped to a company,unresolved,4
cereals,FRANCE,Other / not mapped to a company,Intermarché,direct,4
dairies,DACH|UK_IE,Asda,Asda,direct,4
beverages,FRANCE,Mars,Mars,direct,4
beverages,FRANCE,Other / not mapped to a company,Leclerc,direct,4
snacks,DACH|UK_IE,Lidl,Lidl,direct,4
snacks,DACH|UK_IE,Lindt & Sprüngli,Lindt & Sprüngli,direct,4
beverages,DACH|BENELUX|FRANCE|SOUTHERN_EUROPE|UK_IE,The Coca-Cola Company,The Coca-Cola Company,direct,4
beverages,FRANCE|DACH,The Coca-Cola Company,The Coca-Cola Company,market_scoped,4
snacks,DACH|UK_IE,Mondelēz International,Mondelēz International,market_scoped,4
snacks,DACH|US_CANADA,Manual review / complex ownership,Manual review / complex ownership,manual_review,4
snacks,DACH|US_CANADA,Haribo,Haribo,direct,4
cereals,FRANCE|DACH|BENELUX,Alnatura,Alnatura,direct,4
cereals,FRANCE|DACH|UK_IE,Mars,Mars,market_scoped,4
dairies,BENELUX|FRANCE,Ecotone,Ecotone,direct,4
beverages,FRANCE|SOUTHERN_EUROPE,Ocean Spray,Ocean Spray,direct,4
snacks,UK_IE,Unilever Foods,Unilever Foods,direct,4
dairies,BENELUX|FRANCE|DACH,Danone,Danone,direct,4
dairies,BENELUX|FRANCE,Other / not mapped to a company,Ahold Delhaize,direct,4
cereals,FRANCE|DACH|SOUTHERN_EUROPE,Nestlé,Nestlé,direct,4
snacks,DACH|FRANCE|SOUTHERN_EUROPE,Ferrero,Ferrero,direct,4
beverages,US_CANADA,Kroger,Other / not mapped to a company,unresolved,4
snacks,DACH|FRANCE|BENELUX,Other / not mapped to a company,Other / not mapped to a company,unresolved,4
