barcode,product_name,brands,primary_brand,query_category,observed_market_region_codes,countries,off_categories,raw_brand_tokens,current_primary_brand,proposed_primary_brand,primary_brand_would_change,detected_portfolio_brand_key,detected_portfolio_group,detection_source,detection_confidence,detection_reason
11878797,Nescafé spécial filtre,nestlé,nestle,beverages,FRANCE,en:france|en:morocco,"Aliments et boissons à base de végétaux, Boissons, Aliments d'origine végétale, Cafés, Boissons instantanées, Cafés solubles",nestle,nestle,nescafe,True,nescafe,Nestlé,top_company_portfolio_matrix_product_name,medium,current primary brand is parent/company token; portfolio brand appears in product name
11915768,Coffee Mate Chocolate Creme,nestle,nestle,dairies,US_CANADA,en:united-states,"Plant-based foods and beverages, Dairy substitutes, Milk substitutes, Creamer",nestle,nestle,coffee mate,True,coffee mate,Nestlé,top_company_portfolio_matrix_product_name,medium,current primary brand is parent/company token; portfolio brand appears in product name
12000181658,Pure leaf lemon,"pure leaf, pepsi",pure leaf,beverages,US_CANADA,en:united-states,Boissons énergisantes,pure leaf; pepsi,pure leaf,pepsi,True,pepsi,PepsiCo,top_company_portfolio_matrix_off_brands,high,known portfolio brand appears in OFF brands field
12000203114,Mountain Dew: Maui Burts - (Dollar General Exclusive),mountain dew/pepsico,mountain dew/pepsico,beverages,US_CANADA,en:united-states,Beverages,mountain dew; pepsico,mountain dew pepsico,mountain dew,True,mountain dew,PepsiCo,top_company_portfolio_matrix_off_brands,high,known portfolio brand appears in OFF brands field
12000286193,Pure Leaf Sweet Tea,"lipton, pepsi, pure leaf, unilever",lipton,beverages,FRANCE|US_CANADA,en:france|en:united-states,"Beverages and beverages preparations,Plant-based foods and beverages,Beverages,Hot beverages,Plant-based beverages,Teas,Tea-based beverages,Iced teas",lipton; pepsi; pure leaf; unilever,lipton,pepsi,True,pepsi,PepsiCo,top_company_portfolio_matrix_off_brands,high,known portfolio brand appears in OFF brands field
12000374012,Strawberry Lemonade,"starbucks,starbucks refreshers",starbucks,beverages,US_CANADA,en:united-states,"Beverages, Coffee drinks",starbucks; starbucks refreshers,starbucks,refreshers,True,starbucks refreshers,,top_company_portfolio_matrix_off_brands,high,current primary brand is parent/company token; another OFF brand token needs brand-level review
12000394379,Pepsi,pepsico inc.,pepsico,beverages,US_CANADA,en:united-states,"Beverages and beverages preparations, Beverages, Carbonated drinks, Sodas, en:sweetened-beverages",pepsico inc,pepsico,inc,True,pepsico inc,,top_company_portfolio_matrix_off_brands,high,current primary brand is parent/company token; another OFF brand token needs brand-level review
12000809989,Mountain dew code red soda,"pepsi-cola, mountain dew",pepsi-cola,beverages,US_CANADA,en:united-states,"Beverages, Carbonated drinks, Sodas, Sweetened beverages",pepsi cola; mountain dew,pepsi cola,mountain dew,True,mountain dew,PepsiCo,top_company_portfolio_matrix_off_brands,high,known portfolio brand appears in OFF brands field
12000813313,Frappuccino chilled coffee drink,"starbucks,frappuccino",starbucks,beverages,FRANCE|US_CANADA,en:bolivia|en:france|en:united-states,"Bebidas y preparaciones de bebidas,Bebidas,Bebidas de café,Café con leche con azúcar,Bebidas con sabor,Bebidas azucaradas",starbucks; frappuccino,starbucks,frappuccino,True,frappuccino,,top_company_portfolio_matrix_off_brands,high,current primary brand is parent/company token; another OFF brand token needs brand-level review
12112210,La lechera choco-avellana,nestle,nestle,snacks,FRANCE,en:france|en:mexico,"Snacks,Breakfasts,Spreads,Sweet snacks,Cocoa and its products,Sweet spreads,Chocolates,Milk chocolates,fr:Pâtes à tartiner,Hazelnut spreads,Chocolate spreads,Chocolates with hazelnuts,Cocoa and hazelnuts spreads,Milk chocolates with hazelnuts",nestle,nestle,la lechera,True,la lechera,Nestlé,top_company_portfolio_matrix_product_name,medium,current primary brand is parent/company token; portfolio brand appears in product name
1222403,Mountain Dew Code Red,pepsico,pepsico,beverages,US_CANADA,en:united-states,"Beverages and beverages preparations, Beverages, Sweetened beverages, en:sodas",pepsico,pepsico,mountain dew,True,mountain dew,PepsiCo,top_company_portfolio_matrix_product_name,medium,current primary brand is parent/company token; portfolio brand appears in product name
13035860,Hipro,danone,danone,dairies,FRANCE,en:france,"Produits laitiers,Produits fermentés,Produits laitiers fermentés,Desserts,Desserts lactés,Desserts lactés fermentés,Desserts lactés fermentés aux fruits,Spécialités laitières,Spécialités laitières aux fruits",danone,danone,hipro,True,hipro,Danone,top_company_portfolio_matrix_product_name,medium,current primary brand is parent/company token; portfolio brand appears in product name
13139342,Natural Bliss All Natural Sweet Cream Coffee Creamer,nestle coffeemate,nestle,dairies,US_CANADA,en:united-states,"Plant-based foods and beverages, Dairy substitutes, Milk substitutes, Creamer",nestle coffeemate,nestle,coffeemate,True,nestle coffeemate,,top_company_portfolio_matrix_off_brands,high,current primary brand is parent/company token; another OFF brand token needs brand-level review
1318685,Ricoré Originam,"nestlé,quest",nestle,beverages,FRANCE,en:france,Chicorée et café en poudre soluble,nestle; quest,nestle,quest,True,quest,,top_company_portfolio_matrix_off_brands,high,current primary brand is parent/company token; another OFF brand token needs brand-level review
1364225496178,chocapic sans huile palme,"nestlé, chocapic",nestle,,FRANCE,en:france,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Petit-déjeuners, Céréales et pommes de terre, Céréales et dérivés, Céréales pour petit-déjeuner",nestle; chocapic,nestle,chocapic,True,chocapic,Nestlé,top_company_portfolio_matrix_off_brands,high,current primary brand is parent/company token; portfolio brand appears in OFF brands field
14655685,HiPRO Crème dessert saveur Caramel,danone,danone,dairies,FRANCE,en:france,"Produits laitiers, Produits fermentés, Desserts, Produits laitiers fermentés, Desserts lactés, Desserts lactés fermentés, Yaourts",danone,danone,hipro,True,hipro,Danone,top_company_portfolio_matrix_product_name,medium,current primary brand is parent/company token; portfolio brand appears in product name
14656392,Hipro,"danone, taillefine",danone,dairies,FRANCE,en:france,"Produits laitiers, Produits fermentés, Desserts, Produits laitiers fermentés, Desserts lactés, Desserts lactés fermentés, Yaourts",danone; taillefine,danone,taillefine,True,taillefine,Danone,top_company_portfolio_matrix_off_brands,high,current primary brand is parent/company token; portfolio brand appears in OFF brands field
14780309,Nestle Coffee Mate French Vanilla concentrated creamer,nestlé,nestle,dairies,US_CANADA,en:united-states,"Alimentos y bebidas de origen vegetal, en:Dairy substitutes, Sustitutos de la leche, en:Creamer",nestle,nestle,coffee mate,True,coffee mate,Nestlé,top_company_portfolio_matrix_product_name,medium,current primary brand is parent/company token; portfolio brand appears in product name
14837562,Coca cola light,"coca-cola, coca-cola-light",coca-cola,beverages,FRANCE,en:france,"Boissons, Boissons gazeuses, Boissons édulcorées, Sodas, Boissons light, Sodas au cola, Sodas light",coca cola; coca cola light,coca cola,coca cola light,True,coca cola light,Coca-Cola,top_company_portfolio_matrix_off_brands,high,current primary brand is parent/company token; portfolio brand appears in OFF brands field
14842764,Mountain Dew,pepsico,pepsico,beverages,US_CANADA,en:united-states,en:sodas,pepsico,pepsico,mountain dew,True,mountain dew,PepsiCo,top_company_portfolio_matrix_product_name,medium,current primary brand is parent/company token; portfolio brand appears in product name
16000434080,Honey nut cheerios,nestlé,nestle,cereals,FRANCE,en:france|en:panama,en:breakfast-cereals,nestle,nestle,cheerios,True,cheerios,Nestlé,top_company_portfolio_matrix_product_name,medium,current primary brand is parent/company token; portfolio brand appears in product name
16395534,Hipro Creme dessert vanille,danone,danone,dairies,FRANCE,en:france,Crèmes dessert vanille réfrigérées,danone,danone,hipro,True,hipro,Danone,top_company_portfolio_matrix_product_name,medium,current primary brand is parent/company token; portfolio brand appears in product name
167736044941,Life,"coca cola, coca cola life",coca-cola,beverages,FRANCE,en:france,"Boissons, Boissons gazeuses, Sodas, Sodas au cola, Boissons avec sucre ajouté",coca cola; coca cola life,coca cola,life,True,coca cola life,,top_company_portfolio_matrix_off_brands,high,current primary brand is parent/company token; another OFF brand token needs brand-level review
16995598,Danonino,danone,danone,dairies,FRANCE,en:france,"Boissons, Produits laitiers, Produits fermentés, Desserts, Produits laitiers fermentés, Desserts lactés, Boissons lactées, Desserts lactés fermentés, Boissons fermentées, Yaourts, Boissons lactées fermentées, Yaourts à boire, Boissons avec sucre ajouté",danone,danone,danonino,True,danonino,Danone,top_company_portfolio_matrix_product_name,medium,current primary brand is parent/company token; portfolio brand appears in product name
17163361,Light and free pêche,"danone, light & free",danone,dairies,FRANCE,en:france,"Produits laitiers, Produits fermentés, Desserts, Produits laitiers fermentés, Desserts lactés, Desserts lactés fermentés, Desserts lactés fermentés aux fruits, Spécialités laitières, Spécialités laitières aromatisées, Spécialités laitières aux fruits",danone; light and free,danone,light and free,True,light and free,,top_company_portfolio_matrix_off_brands,high,current primary brand is parent/company token; another OFF brand token needs brand-level review
1756803,Pepsi,"pepsi-cola, pepsi",pepsi-cola,beverages,US_CANADA,en:united-states,en:colas,pepsi cola; pepsi,pepsi cola,pepsi,True,pepsi,PepsiCo,top_company_portfolio_matrix_off_brands,high,known portfolio brand appears in OFF brands field
18195286,Céréales lion bio,nestlé,nestle,cereals,FRANCE,en:france,"Plant-based foods and beverages, Plant-based foods, Breakfasts, Cereals and potatoes, Cereals and their products, Breakfast cereals, extruded cereals",nestle,nestle,lion,True,lion,Nestlé,top_company_portfolio_matrix_product_name,medium,current primary brand is parent/company token; portfolio brand appears in product name
18418361,Le petit suisse,"danone, gervais",danone,dairies,FRANCE,en:france,"Produits laitiers, Produits fermentés, Desserts, Produits laitiers fermentés, Desserts lactés, Desserts lactés fermentés, Petits suisses",danone; gervais,danone,gervais,True,gervais,,top_company_portfolio_matrix_off_brands,high,current primary brand is parent/company token; another OFF brand token needs brand-level review
18743791,"Code-barres inexistant et/ou fiche incomplète, obsolète ou en doublon","nestlé, nesquik",nestle,beverages,FRANCE,en:france,en:instant-chocolate-powders,nestle; nesquik,nestle,nesquik,True,nesquik,Nestlé,top_company_portfolio_matrix_off_brands,high,current primary brand is parent/company token; portfolio brand appears in OFF brands field
19353603,Coca cola zero,"coca-cola, coca-cola-light, the coca-cola company",coca-cola,beverages,FRANCE,en:france,"Boissons,Boissons gazeuses,Boissons édulcorées,Sodas,Boissons light,Sodas au cola,Sodas light,Sodas au cola light",coca cola; coca cola light; the coca cola company,coca cola,coca cola light,True,coca cola light,Coca-Cola,top_company_portfolio_matrix_off_brands,high,current primary brand is parent/company token; portfolio brand appears in OFF brands field
196680,Nesquik,nestlé,nestle,beverages,FRANCE,en:france,"Boissons, Petit-déjeuners, Cacao et dérivés, Cacaos et chocolats en poudre, Boissons instantanées, Chocolats en poudre",nestle,nestle,nesquik,True,nesquik,Nestlé,top_company_portfolio_matrix_product_name,medium,current primary brand is parent/company token; portfolio brand appears in product name
20,Nesquik moins de sucre,nestlé,nestle,snacks,FRANCE|DACH,en:france|en:germany,"Snacks, Snacks sucrés, Biscuits et gâteaux, Gâteaux, Quatre-quarts, Gâteaux au chocolat, Madeleines, Madeleines au chocolat",nestle,nestle,nesquik,True,nesquik,Nestlé,top_company_portfolio_matrix_product_name,medium,current primary brand is parent/company token; portfolio brand appears in product name
2000000003782,Moyen Coca Cola Light,"coca-cola, mcdonald's",coca-cola,beverages,FRANCE,en:france,"Boissons, Boissons gazeuses, Boissons édulcorées, Sodas, Boissons light, Sodas au cola, Sodas light, Boissons sans sucre ajouté, Sodas au cola light",coca cola; mcdonalds,coca cola,mcdonalds,True,mcdonalds,,top_company_portfolio_matrix_off_brands,high,current primary brand is parent/company token; another OFF brand token needs brand-level review
2000000003783,Moyen Coca-Cola®,"coca-cola, mcdonald's",coca-cola,beverages,FRANCE,en:france,"Boissons, Boissons gazeuses, Sodas, Sodas au cola, Boissons avec sucre ajouté",coca cola; mcdonalds,coca cola,mcdonalds,True,mcdonalds,,top_company_portfolio_matrix_off_brands,high,current primary brand is parent/company token; another OFF brand token needs brand-level review
2000000003784,Coca Cola Zero (40cl),"coca-cola, coca-cola-light, mcdonald's",coca-cola,beverages,FRANCE,en:france,"Boissons, Boissons gazeuses, Boissons édulcorées, Sodas, Boissons light, Sodas au cola, Sodas light, Sodas au cola light, Boissons avec sucre ajouté",coca cola; coca cola light; mcdonalds,coca cola,coca cola light,True,coca cola light,Coca-Cola,top_company_portfolio_matrix_off_brands,high,current primary brand is parent/company token; portfolio brand appears in OFF brands field
2000000003785,Sprite,"mcdonald's, sprite, the coca cola company",mcdonald's,beverages,FRANCE,en:france,"Boissons, Boissons gazeuses, Sodas, Boissons avec sucre ajouté",mcdonalds; sprite; the coca cola company,mcdonalds,sprite,True,sprite,Coca-Cola,top_company_portfolio_matrix_off_brands,high,known portfolio brand appears in OFF brands field
2000000044300,Clusters Muesli Chocolat au lait,"nestlé, clusters",nestle,,FRANCE,en:france,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Petit-déjeuners, Céréales et pommes de terre, Céréales et dérivés, Céréales pour petit-déjeuner, Céréales au chocolat, Mueslis, Mueslis au chocolat",nestle; clusters,nestle,clusters,True,clusters,,top_company_portfolio_matrix_off_brands,high,current primary brand is parent/company token; another OFF brand token needs brand-level review
2000000045405,Chocapic Trocitos,"nestlé, chocapic",nestle,cereals,FRANCE,en:chile|en:france,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Petit-déjeuners, Céréales et pommes de terre, Céréales et dérivés, Céréales pour petit-déjeuner, Céréales au chocolat",nestle; chocapic,nestle,chocapic,True,chocapic,Nestlé,top_company_portfolio_matrix_off_brands,high,current primary brand is parent/company token; portfolio brand appears in OFF brands field
2000000064050,Fitness Croquant d'Avoine - Pépites croustillantes d'avoine au bon goût de miel,"nestlé, fitness",nestle,,FRANCE,en:france,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Petit-déjeuners, Céréales et pommes de terre, Céréales et dérivés, Céréales pour petit-déjeuner, Pépites de céréales croustillantes",nestle; fitness,nestle,fitness,True,fitness,Nestlé,top_company_portfolio_matrix_off_brands,high,current primary brand is parent/company token; portfolio brand appears in OFF brands field
2000000125703,Kitkat au matcha,nestlé,nestle,snacks,FRANCE,en:france,"Snacks, Snacks sucrés, Biscuits et gâteaux, Gâteaux",nestle,nestle,kitkat,True,kitkat,Nestlé,top_company_portfolio_matrix_product_name,medium,current primary brand is parent/company token; portfolio brand appears in product name
2000000154226,Oreo - Zero Sugar,"mondelēz,oreo",mondelez,snacks,US_CANADA,en:united-states,"Snacks,Sweet snacks,Biscuits and cakes,Biscuits and crackers,Biscuits,Filled biscuits,Sandwich biscuits,Chocolate sandwich cookies",mondelez; oreo,mondelez,oreo,True,oreo,Mondelez,top_company_portfolio_matrix_off_brands,high,current primary brand is parent/company token; portfolio brand appears in OFF brands field
200568010958,Danonino bio,danone,danone,dairies,FRANCE,en:france,"Produits laitiers, Produits fermentés, Desserts, Produits laitiers fermentés, Fromages, Desserts lactés, Desserts lactés fermentés, Quarks, Fromages blancs, Fromages à la crème",danone,danone,danonino,True,danonino,Danone,top_company_portfolio_matrix_product_name,medium,current primary brand is parent/company token; portfolio brand appears in product name
202200834,Fanta,coca-cola,coca-cola,beverages,US_CANADA,en:united-states,"Beverages, Carbonated drinks",coca cola,coca cola,fanta,True,fanta,Coca-Cola,top_company_portfolio_matrix_product_name,medium,current primary brand is parent/company token; portfolio brand appears in product name
202662017710,Smarties,nestlé,nestle,snacks,FRANCE,en:france,"Snacks, Snacks sucrés, Cacao et dérivés, Confiseries, Confiseries chocolatées, Bonbons de chocolat, Bonbons dragéifiés",nestle,nestle,smarties,True,smarties,Nestlé,top_company_portfolio_matrix_product_name,medium,current primary brand is parent/company token; portfolio brand appears in product name
205034001195,Actimel,danone,danone,dairies,FRANCE,en:france,"Boissons,Produits laitiers,Produits fermentés,Produits laitiers fermentés,Boissons lactées,Boissons fermentées,Boissons lactées fermentées,Boissons lactées fermentées au L casei,Boissons lactées fermentés au L casei nature sucrées",danone,danone,actimel,True,actimel,Danone,top_company_portfolio_matrix_product_name,medium,current primary brand is parent/company token; portfolio brand appears in product name
205853008443,danette,danone,danone,dairies,FRANCE,en:france,en:dairy-desserts,danone,danone,danette,True,danette,Danone,top_company_portfolio_matrix_product_name,medium,current primary brand is parent/company token; portfolio brand appears in product name
206928013324,HiPRO vanille,danone,danone,dairies,FRANCE,en:france,"Produits laitiers, Produits fermentés, Desserts, Produits laitiers fermentés, Desserts lactés, Desserts lactés fermentés",danone,danone,hipro,True,hipro,Danone,top_company_portfolio_matrix_product_name,medium,current primary brand is parent/company token; portfolio brand appears in product name
209900013848,Velours de Crème Chocolat au lait,"nestlé, la laitière",nestle,dairies,FRANCE,en:france,"Produits laitiers, Desserts, Desserts lactés, Desserts au chocolat, Crèmes dessert, Crèmes dessert chocolat, Crèmes dessert rayon frais, Crèmes dessert chocolat réfrigérées",nestle; la laitiere,nestle,la laitiere,True,la laitiere,,top_company_portfolio_matrix_off_brands,high,current primary brand is parent/company token; another OFF brand token needs brand-level review
21000017218,Whole grain original macaroni & cheese,"heinz, kraft",heinz,,FRANCE,en:france,Macarrones de trigo duro integrales o semi-integrales,heinz; kraft,heinz,kraft,True,kraft,Kraft Heinz,top_company_portfolio_matrix_off_brands,high,known portfolio brand appears in OFF brands field
21000023738,American Cheese Slices,kraft singles,kraft,dairies,US_CANADA,en:united-states,"Dairies, Fermented foods, Fermented milk products, Cheeses",kraft singles,kraft,kraft singles,True,kraft singles,Kraft Heinz,top_company_portfolio_matrix_off_brands,high,known portfolio brand appears in OFF brands field
21000023745,White American Cheese Slices,kraft singles,kraft,dairies,US_CANADA,en:united-states,"Dairies, Fermented foods, Fermented milk products, Cheeses",kraft singles,kraft,kraft singles,True,kraft singles,Kraft Heinz,top_company_portfolio_matrix_off_brands,high,known portfolio brand appears in OFF brands field
21000024919,Skim Milk Sharp Cheddar Cheese Slices,kraft singles,kraft,dairies,US_CANADA,en:united-states,"Dairies, Fermented foods, Fermented milk products, Cheeses",kraft singles,kraft,kraft singles,True,kraft singles,Kraft Heinz,top_company_portfolio_matrix_off_brands,high,known portfolio brand appears in OFF brands field
21000036868,American Cheese Slices,kraft singles,kraft,dairies,US_CANADA,en:united-states,"Dairies, Fermented foods, Fermented milk products, Cheeses",kraft singles,kraft,kraft singles,True,kraft singles,Kraft Heinz,top_company_portfolio_matrix_off_brands,high,known portfolio brand appears in OFF brands field
21000055340,Kraft triple cheddar,"heinz, kraft",heinz,dairies,US_CANADA,en:united-states,"Dairies, Fermented foods, Fermented milk products, Cheeses, Cow cheeses, Cheeses from the United Kingdom, Cheeses from England, Cheddar cheese",heinz; kraft,heinz,kraft,True,kraft,Kraft Heinz,top_company_portfolio_matrix_off_brands,high,known portfolio brand appears in OFF brands field
21000082513,American Cheese Product,kraft singles,kraft,dairies,US_CANADA,en:united-states,en:cheeses,kraft singles,kraft,kraft singles,True,kraft singles,Kraft Heinz,top_company_portfolio_matrix_off_brands,high,known portfolio brand appears in OFF brands field
21000083282,Caramelized Onion,kraft singles,kraft,dairies,US_CANADA,en:united-states,en:cheeses,kraft singles,kraft,kraft singles,True,kraft singles,Kraft Heinz,top_company_portfolio_matrix_off_brands,high,known portfolio brand appears in OFF brands field
21000604647,American Pasteurized Prepared Cheese Product,kraft singles,kraft,dairies,US_CANADA,en:united-states,"Dairies,Fermented foods,Fermented milk products,Cheeses,Cheese preparations,Processed cheeses,Processed cheese in slices",kraft singles,kraft,kraft singles,True,kraft singles,Kraft Heinz,top_company_portfolio_matrix_off_brands,high,known portfolio brand appears in OFF brands field
21000604913,American Pasteurized Prepared Cheese Product,kraft singles,kraft,dairies,US_CANADA,en:united-states,Dairies,kraft singles,kraft,kraft singles,True,kraft singles,Kraft Heinz,top_company_portfolio_matrix_off_brands,high,known portfolio brand appears in OFF brands field
21000615278,White American,kraft singles,kraft,dairies,FRANCE,en:france,en:cheeses,kraft singles,kraft,kraft singles,True,kraft singles,Kraft Heinz,top_company_portfolio_matrix_off_brands,high,known portfolio brand appears in OFF brands field
21000616893,Original cheese,"kraft, heinz, velveeta, gallo family",kraft,dairies,US_CANADA,en:united-states,"Dairies, Fermented foods, Fermented milk products, Cheeses, Cheese product",kraft; heinz; velveeta; gallo family,kraft,velveeta,True,velveeta,Kraft Heinz,top_company_portfolio_matrix_off_brands,high,known portfolio brand appears in OFF brands field
2111605,Laboratoire Gallia calisma,"danone, laboratoire gallia",danone,dairies,FRANCE,en:france,"Aliments et boissons à base de végétaux, Substituts de produits laitiers, Substituts du lait",danone; laboratoire gallia,danone,laboratoire gallia,True,laboratoire gallia,,top_company_portfolio_matrix_off_brands,high,current primary brand is parent/company token; another OFF brand token needs brand-level review
2118626440419,Chocapic,"nestlé, chocapic",nestle,,FRANCE,en:france,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Petit-déjeuners,Céréales et pommes de terre,Céréales et dérivés,Céréales pour petit-déjeuner,Céréales au chocolat,Céréales chocolatées pour petit déjeuner non fourrées mais enrichies en vitamines et minéraux",nestle; chocapic,nestle,chocapic,True,chocapic,Nestlé,top_company_portfolio_matrix_off_brands,high,current primary brand is parent/company token; portfolio brand appears in OFF brands field
221745302628,Playful Peach,"danone,light & fit",danone,dairies,US_CANADA,en:united-states,"Dairies, Fermented foods, Desserts, Fermented milk products, Dairy desserts, Fermented dairy desserts, Yogurts, Yogurt-with-fruits-and-sweetener",danone; light and fit,danone,light and fit,True,light and fit,Danone,top_company_portfolio_matrix_off_brands,high,current primary brand is parent/company token; portfolio brand appears in OFF brands field
22203212,Evaporated Milk,nestle carnation,nestle,dairies,US_CANADA,en:united-states,"Dairies, Milks",nestle carnation,nestle,carnation,True,nestle carnation,,top_company_portfolio_matrix_off_brands,high,current primary brand is parent/company token; another OFF brand token needs brand-level review
2250108012070,100% cacao,nestlé dessert,nestle,beverages,FRANCE,en:france,"Boissons, Cacao et dérivés, Cacaos et chocolats en poudre, Cacaos en poudre",nestle dessert,nestle,dessert,True,nestle dessert,,top_company_portfolio_matrix_off_brands,high,current primary brand is parent/company token; another OFF brand token needs brand-level review
2338666456564,Chocapic,"nestlé, chocapic",nestle,cereals,FRANCE,en:france,"Plant-based foods and beverages, Plant-based foods, Breakfasts, Cereals and potatoes, Cereals and their products, Breakfast cereals, Chocolate cereals, Extruded cereals",nestle; chocapic,nestle,chocapic,True,chocapic,Nestlé,top_company_portfolio_matrix_off_brands,high,current primary brand is parent/company token; portfolio brand appears in OFF brands field
24842011215,"Buitoni, fresh fettuccine pasta",nestle us,nestle,,US_CANADA,en:united-states,"Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Cereals and their products, Pastas",nestle us,nestle,us,True,nestle us,,top_company_portfolio_matrix_off_brands,high,current primary brand is parent/company token; another OFF brand token needs brand-level review
28000011598,Butterfinger,"nestlé,butterfinger",nestle,snacks,US_CANADA,en:united-states,en:candies,nestle; butterfinger,nestle,butterfinger,True,butterfinger,,top_company_portfolio_matrix_off_brands,high,current primary brand is parent/company token; another OFF brand token needs brand-level review
28000033279,DARK CHOCOLATE MORSELS,nestlé toll house,nestle,snacks,FRANCE|DACH|US_CANADA,en:france|en:germany|en:united-states,"Snacks, Sweet snacks, Cocoa and its products, Confectioneries, Chocolate candies, Baking decorations, en:chocolates",nestle toll house,nestle,toll house,True,nestle toll house,,top_company_portfolio_matrix_off_brands,high,current primary brand is parent/company token; another OFF brand token needs brand-level review
28000043964,Semi-Sweet Morsels,nestlé toll house,nestle,snacks,FRANCE|US_CANADA,en:france|en:united-states,"Snacks,Sweet snacks,Cocoa and its products,Confectioneries,Chocolate candies,Baking decorations",nestle toll house,nestle,toll house,True,nestle toll house,,top_company_portfolio_matrix_off_brands,high,current primary brand is parent/company token; another OFF brand token needs brand-level review
28000157852,Authentic Mexican Hot Chocolate Drink Tablets,nestlé abuelita,nestle,snacks,US_CANADA|FRANCE,en:canada|en:france|en:united-states,"Beverages, Snacks, Sweet snacks, Cocoa and its products, Dried products, Chocolates, Dried products to be rehydrated, Dark chocolates, Dehydrated beverages",nestle abuelita,nestle,abuelita,True,nestle abuelita,,top_company_portfolio_matrix_off_brands,high,current primary brand is parent/company token; another OFF brand token needs brand-level review
